PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33984622","Using clustering algorithms for identification of fish oocyte cohorts based on the characteristics of cytoplasmic structures","Charitonidou K, Ganias K.","Theriogenology. 2021 Aug;170:46-53. doi: 10.1016/j.theriogenology.2021.04.017. Epub 2021 May 5.","Charitonidou K","Theriogenology","2021","2021/05/13","","","10.1016/j.theriogenology.2021.04.017"
"41144304","Observer: creation of a novel multimodal dataset for outpatient care research","Johnson KB, Alasaly B, Jang KJ, Eaton E, Mopidevi S, Koppel R.","J Am Med Inform Assoc. 2026 Feb 1;33(2):424-433. doi: 10.1093/jamia/ocaf182.","Johnson KB","J Am Med Inform Assoc","2026","2025/10/27","PMC12844583","","10.1093/jamia/ocaf182"
"41314645","Determining the Feasibility and Usability of a Co-Designed Culturally Appropriate Conversational Agent (DESI-Heart) to Support Self-Care in People With Cardiovascular Diseases: Protocol for a Single-Arm Pilot Trial","Sebastian AT, Jansons P, Ng EL, David S, Maddison R.","JMIR Res Protoc. 2025 Nov 28;14:e78923. doi: 10.2196/78923.","Sebastian AT","JMIR Res Protoc","2025","2025/11/28","PMC12701350","","10.2196/78923"
"41232266","Mind the (widening) gap: why public health must engage with AI now","Del Rey Puech P, Payne R, Saund J, McKee M.","Public Health. 2026 Jan;250:106047. doi: 10.1016/j.puhe.2025.106047. Epub 2025 Nov 12.","Del Rey Puech P","Public Health","2026","2025/11/13","","","10.1016/j.puhe.2025.106047"
"41339677","Intelligent employee behavior analysis for organizational culture optimization with q rung orthopair fuzzy FUCA","Wang L, He C.","Sci Rep. 2025 Dec 3;16(1):525. doi: 10.1038/s41598-025-30046-w.","Wang L","Sci Rep","2025","2025/12/03","PMC12775471","","10.1038/s41598-025-30046-w"
"34842557","Using Methods From Computational Decision-making to Predict Nonadherence to Fitness Goals: Protocol for an Observational Study","McCarthy M, Zhang L, Monacelli G, Ward T.","JMIR Res Protoc. 2021 Nov 26;10(11):e29758. doi: 10.2196/29758.","McCarthy M","JMIR Res Protoc","2021","2021/11/29","PMC8665389","","10.2196/29758"
"41324984","Exploring Methods to Mitigate Fraud in Web-Based Surveys: Multicase Study Analysis","Ennis M, Renner RM, Morando-Stokoe C, James S, Janssen PA, Leckie S, Dunn S, Mazza D, Norman WV.","J Med Internet Res. 2025 Dec 1;27:e78671. doi: 10.2196/78671.","Ennis M","J Med Internet Res","2025","2025/12/01","PMC12706441","","10.2196/78671"
"32493460","A short, animated video to improve good COVID-19 hygiene practices: a structured summary of a study protocol for a randomized controlled trial","Vandormael A, Adam M, Greuel M, Bärnighausen T.","Trials. 2020 Jun 3;21(1):469. doi: 10.1186/s13063-020-04449-1.","Vandormael A","Trials","2020","2020/06/05","PMC7267760","","10.1186/s13063-020-04449-1"
"33419461","Effectiveness and cost-effectiveness of four different strategies for SARS-CoV-2 surveillance in the general population (CoV-Surv Study): a structured summary of a study protocol for a cluster-randomised, two-factorial controlled trial","Deckert A, Anders S, de Allegri M, Nguyen HT, Souares A, McMahon S, Boerner K, Meurer M, Herbst K, Sand M, Koeppel L, Siems T, Brugnara L, Brenner S, Burk R, Lou D, Kirrmaier D, Duan Y, Ovchinnikova S, Marx M, Kräusslich HG, Knop M, Bärnighausen T, Denkinger C.","Trials. 2021 Jan 8;22(1):39. doi: 10.1186/s13063-020-04982-z.","Deckert A","Trials","2021","2021/01/09","PMC7791150","","10.1186/s13063-020-04982-z"
"33849629","A randomized, double-blind, placebo-controlled phase III clinical trial to evaluate the efficacy and safety of SARS-CoV-2 vaccine (inactivated, Vero cell): a structured summary of a study protocol for a randomised controlled trial","Akova M, Unal S.","Trials. 2021 Apr 13;22(1):276. doi: 10.1186/s13063-021-05180-1.","Akova M","Trials","2021","2021/04/14","PMC8042350","","10.1186/s13063-021-05180-1"
